episodes,Proposed with Reduction,Proposed No-Reduction,Contention-free,Contention-based,Semi-static,Round-robin,Heuristics
3791,-0.11886875182390214,-0.18149675354361533,0.0,0.0,0.0,0.0,0.0
3792,-0.11707141175866127,-0.18278868347406388,0.0,0.0,0.0,0.0,0.0
3793,-0.11935196220874786,-0.18483638390898705,0.0,0.0,0.0,0.0,0.0
3794,-0.12163251265883446,-0.1868840843439102,0.0,0.0,0.0,0.0,0.0
3795,-0.11646205969154835,-0.18707364723086356,0.0,0.0,0.0,0.0,0.0
3796,-0.11129160672426223,-0.18726321011781694,0.0,0.0,0.0,0.0,0.0
3797,-0.10546085312962532,-0.18734707236289977,0.0,0.0,0.0,0.0,0.0
3798,-0.0996300995349884,-0.18743093460798263,0.0,0.0,0.0,0.0,0.0
3799,-0.09817229136824608,-0.18680285215377807,0.0,0.0,0.0,0.0,0.0
3800,-0.09671448320150375,-0.18617476969957353,0.0,0.0,0.0,0.0,0.0
3801,-0.09645988680422306,-0.1849114142358303,0.0,0.0,0.0,0.0,0.0
3802,-0.09620529040694237,-0.1836480587720871,0.0,0.0,0.0,0.0,0.0
3803,-0.09106974797323346,-0.18132147192955017,0.0,0.0,0.0,0.0,0.0
3804,-0.08593420553952455,-0.17899488508701325,0.0,0.0,0.0,0.0,0.0
3805,-0.08351842109113931,-0.17908661514520646,0.0,0.0,0.0,0.0,0.0
3806,-0.08110263664275408,-0.17917834520339965,0.0,0.0,0.0,0.0,0.0
3807,-0.08049755077809095,-0.1792765349149704,0.0,0.0,0.0,0.0,0.0
3808,-0.07989246491342783,-0.17937472462654114,0.0,0.0,0.0,0.0,0.0
3809,-0.08139521647244692,-0.18180994987487792,0.0,0.0,0.0,0.0,0.0
3810,-0.08289796803146601,-0.18424517512321473,0.0,0.0,0.0,0.0,0.0
3811,-0.07989323595538736,-0.18270334154367446,0.0,0.0,0.0,0.0,0.0
3812,-0.0768885038793087,-0.18116150796413422,0.0,0.0,0.0,0.0,0.0
3813,-0.07511454131454229,-0.17983735874295234,0.0,0.0,0.0,0.0,0.0
3814,-0.07334057874977588,-0.17851320952177047,0.0,0.0,0.0,0.0,0.0
3815,-0.07272839173674583,-0.17858822867274285,0.0,0.0,0.0,0.0,0.0
3816,-0.07211620472371578,-0.1786632478237152,0.0,0.0,0.0,0.0,0.0
3817,-0.07135945074260235,-0.1713244065642357,0.0,0.0,0.0,0.0,0.0
3818,-0.07060269676148892,-0.16398556530475616,0.0,0.0,0.0,0.0,0.0
3819,-0.06474223220720887,-0.1585600905120373,0.0,0.0,0.0,0.0,0.0
3820,-0.05888176765292883,-0.15313461571931838,0.0,0.0,0.0,0.0,0.0
3821,-0.059743966348469256,-0.154634465277195,0.0,0.0,0.0,0.0,0.0
3822,-0.06060616504400969,-0.15613431483507156,0.0,0.0,0.0,0.0,0.0
3823,-0.06798834512010217,-0.16124727725982665,0.0,0.0,0.0,0.0,0.0
3824,-0.07537052519619465,-0.16636023968458175,0.0,0.0,0.0,0.0,0.0
3825,-0.07582366354763508,-0.16457732915878295,0.0,0.0,0.0,0.0,0.0
3826,-0.07627680189907551,-0.16279441863298416,0.0,0.0,0.0,0.0,0.0
3827,-0.07247954308986664,-0.1611190617084503,0.0,0.0,0.0,0.0,0.0
3828,-0.06868228428065777,-0.15944370478391648,0.0,0.0,0.0,0.0,0.0
3829,-0.06512910462915897,-0.15651265308260917,0.0,0.0,0.0,0.0,0.0
3830,-0.06157592497766018,-0.1535816013813019,0.0,0.0,0.0,0.0,0.0
3831,-0.06649742061272264,-0.15187123380601406,0.0,0.0,0.0,0.0,0.0
3832,-0.0714189162477851,-0.15016086623072625,0.0,0.0,0.0,0.0,0.0
3833,-0.07126852162182332,-0.1500579833984375,0.0,0.0,0.0,0.0,0.0
3834,-0.07111812699586154,-0.14995510056614875,0.0,0.0,0.0,0.0,0.0
3835,-0.07373903635889292,-0.1501762166619301,0.0,0.0,0.0,0.0,0.0
3836,-0.07635994572192431,-0.15039733275771142,0.0,0.0,0.0,0.0,0.0
3837,-0.07997135799378156,-0.1541758269071579,0.0,0.0,0.0,0.0,0.0
3838,-0.08358277026563883,-0.1579543210566044,0.0,0.0,0.0,0.0,0.0
3839,-0.09159626038745046,-0.16002781577408315,0.0,0.0,0.0,0.0,0.0
3840,-0.09960975050926209,-0.1621013104915619,0.0,0.0,0.0,0.0,0.0
3841,-0.0978059433400631,-0.16431999132037162,0.0,0.0,0.0,0.0,0.0
3842,-0.0960021361708641,-0.16653867214918136,0.0,0.0,0.0,0.0,0.0
3843,-0.09469595476984978,-0.15999116599559784,0.0,0.0,0.0,0.0,0.0
3844,-0.09338977336883544,-0.1534436598420143,0.0,0.0,0.0,0.0,0.0
3845,-0.08990521486848593,-0.15652283132076264,0.0,0.0,0.0,0.0,0.0
3846,-0.08642065636813641,-0.15960200279951095,0.0,0.0,0.0,0.0,0.0
3847,-0.08671340551227331,-0.15938038676977156,0.0,0.0,0.0,0.0,0.0
3848,-0.08700615465641022,-0.1591587707400322,0.0,0.0,0.0,0.0,0.0
3849,-0.09097271263599396,-0.15984110906720161,0.0,0.0,0.0,0.0,0.0
3850,-0.09493927061557769,-0.16052344739437102,0.0,0.0,0.0,0.0,0.0
3851,-0.09077976066619158,-0.16261699832975865,0.0,0.0,0.0,0.0,0.0
3852,-0.08662025071680546,-0.16471054926514625,0.0,0.0,0.0,0.0,0.0
3853,-0.08824578560888767,-0.1669958770275116,0.0,0.0,0.0,0.0,0.0
3854,-0.08987132050096988,-0.16928120478987693,0.0,0.0,0.0,0.0,0.0
3855,-0.08931244723498821,-0.16984557062387468,0.0,0.0,0.0,0.0,0.0
3856,-0.08875357396900654,-0.1704099364578724,0.0,0.0,0.0,0.0,0.0
3857,-0.09047937691211701,-0.17451997995376586,0.0,0.0,0.0,0.0,0.0
3858,-0.09220517985522747,-0.17863002344965934,0.0,0.0,0.0,0.0,0.0
3859,-0.09360307715833187,-0.18433138467371463,0.0,0.0,0.0,0.0,0.0
3860,-0.09500097446143627,-0.19003274589776992,0.0,0.0,0.0,0.0,0.0
3861,-0.09832620956003665,-0.1861173152923584,0.0,0.0,0.0,0.0,0.0
3862,-0.10165144465863704,-0.18220188468694687,0.0,0.0,0.0,0.0,0.0
3863,-0.10303922332823276,-0.18283056654036045,0.0,0.0,0.0,0.0,0.0
3864,-0.10442700199782848,-0.18345924839377403,0.0,0.0,0.0,0.0,0.0
3865,-0.10678078662604093,-0.18149574026465415,0.0,0.0,0.0,0.0,0.0
3866,-0.10913457125425338,-0.1795322321355343,0.0,0.0,0.0,0.0,0.0
3867,-0.11302885022014379,-0.18225027099251748,0.0,0.0,0.0,0.0,0.0
3868,-0.1169231291860342,-0.18496830984950066,0.0,0.0,0.0,0.0,0.0
3869,-0.11676313616335392,-0.18338697403669357,0.0,0.0,0.0,0.0,0.0
3870,-0.11660314314067363,-0.18180563822388648,0.0,0.0,0.0,0.0,0.0
3871,-0.11933141630142927,-0.18271958604454994,0.0,0.0,0.0,0.0,0.0
3872,-0.1220596894621849,-0.1836335338652134,0.0,0.0,0.0,0.0,0.0
3873,-0.12762300185859204,-0.18188100308179855,0.0,0.0,0.0,0.0,0.0
3874,-0.13318631425499916,-0.18012847229838372,0.0,0.0,0.0,0.0,0.0
3875,-0.1327184855937958,-0.17688313797116278,0.0,0.0,0.0,0.0,0.0
3876,-0.1322506569325924,-0.17363780364394188,0.0,0.0,0.0,0.0,0.0
3877,-0.12995572052896023,-0.17254784926772118,0.0,0.0,0.0,0.0,0.0
3878,-0.12766078412532805,-0.17145789489150048,0.0,0.0,0.0,0.0,0.0
3879,-0.12202336434274912,-0.1699303299188614,0.0,0.0,0.0,0.0,0.0
3880,-0.11638594456017018,-0.1684027649462223,0.0,0.0,0.0,0.0,0.0
3881,-0.11610890440642833,-0.17149293124675752,0.0,0.0,0.0,0.0,0.0
3882,-0.1158318642526865,-0.1745830975472927,0.0,0.0,0.0,0.0,0.0
3883,-0.10320583209395409,-0.17973081432282925,0.0,0.0,0.0,0.0,0.0
3884,-0.09057979993522167,-0.18487853109836577,0.0,0.0,0.0,0.0,0.0
3885,-0.09423531554639339,-0.18345383629202844,0.0,0.0,0.0,0.0,0.0
3886,-0.09789083115756511,-0.18202914148569108,0.0,0.0,0.0,0.0,0.0
3887,-0.09981297478079795,-0.182401841878891,0.0,0.0,0.0,0.0,0.0
3888,-0.1017351184040308,-0.18277454227209092,0.0,0.0,0.0,0.0,0.0
3889,-0.10518467389047145,-0.18659389540553092,0.0,0.0,0.0,0.0,0.0
3890,-0.10863422937691211,-0.19041324853897096,0.0,0.0,0.0,0.0,0.0
3891,-0.10966809540987014,-0.18708231374621392,0.0,0.0,0.0,0.0,0.0
3892,-0.11070196144282818,-0.1837513789534569,0.0,0.0,0.0,0.0,0.0
3893,-0.10604456625878811,-0.18087585531175138,0.0,0.0,0.0,0.0,0.0
3894,-0.10138717107474804,-0.17800033167004586,0.0,0.0,0.0,0.0,0.0
3895,-0.1023659210652113,-0.17916448563337325,0.0,0.0,0.0,0.0,0.0
3896,-0.10334467105567455,-0.18032863959670067,0.0,0.0,0.0,0.0,0.0
3897,-0.09814061038196087,-0.1757478628307581,0.0,0.0,0.0,0.0,0.0
3898,-0.09293654970824719,-0.1711670860648155,0.0,0.0,0.0,0.0,0.0
3899,-0.09640612471848727,-0.16979892924427986,0.0,0.0,0.0,0.0,0.0
3900,-0.09987569972872734,-0.1684307724237442,0.0,0.0,0.0,0.0,0.0
3901,-0.09612330067902804,-0.16622460186481475,0.0,0.0,0.0,0.0,0.0
3902,-0.09237090162932873,-0.1640184313058853,0.0,0.0,0.0,0.0,0.0
3903,-0.10529093369841576,-0.1603303372859955,0.0,0.0,0.0,0.0,0.0
3904,-0.11821096576750278,-0.15664224326610565,0.0,0.0,0.0,0.0,0.0
3905,-0.11602489054203033,-0.15568688735365868,0.0,0.0,0.0,0.0,0.0
3906,-0.11383881531655789,-0.1547315314412117,0.0,0.0,0.0,0.0,0.0
3907,-0.11140326373279094,-0.15334055945277214,0.0,0.0,0.0,0.0,0.0
3908,-0.10896771214902401,-0.15194958746433257,0.0,0.0,0.0,0.0,0.0
3909,-0.10328843928873539,-0.15030865073204042,0.0,0.0,0.0,0.0,0.0
3910,-0.09760916642844678,-0.14866771399974824,0.0,0.0,0.0,0.0,0.0
3911,-0.09527714550495148,-0.15368182882666587,0.0,0.0,0.0,0.0,0.0
3912,-0.09294512458145618,-0.15869594365358353,0.0,0.0,0.0,0.0,0.0
3913,-0.09750033728778362,-0.16177927814424037,0.0,0.0,0.0,0.0,0.0
3914,-0.10205554999411107,-0.16486261263489724,0.0,0.0,0.0,0.0,0.0
3915,-0.09983383044600487,-0.1672416590154171,0.0,0.0,0.0,0.0,0.0
3916,-0.09761211089789867,-0.16962070539593696,0.0,0.0,0.0,0.0,0.0
3917,-0.10335407890379429,-0.17208861075341703,0.0,0.0,0.0,0.0,0.0
3918,-0.10909604690968991,-0.17455651611089706,0.0,0.0,0.0,0.0,0.0
3919,-0.10643085204064846,-0.17283653989434242,0.0,0.0,0.0,0.0,0.0
3920,-0.10376565717160702,-0.17111656367778777,0.0,0.0,0.0,0.0,0.0
3921,-0.10532280523329973,-0.17355868145823478,0.0,0.0,0.0,0.0,0.0
3922,-0.10687995329499245,-0.17600079923868178,0.0,0.0,0.0,0.0,0.0
3923,-0.10359946750104428,-0.17586123421788216,0.0,0.0,0.0,0.0,0.0
3924,-0.1003189817070961,-0.17572166919708251,0.0,0.0,0.0,0.0,0.0
3925,-0.1026474241167307,-0.1765809379518032,0.0,0.0,0.0,0.0,0.0
3926,-0.10497586652636529,-0.17744020670652388,0.0,0.0,0.0,0.0,0.0
3927,-0.10559431910514831,-0.17448857054114342,0.0,0.0,0.0,0.0,0.0
3928,-0.10621277168393135,-0.17153693437576295,0.0,0.0,0.0,0.0,0.0
3929,-0.10699893422424793,-0.1705149695277214,0.0,0.0,0.0,0.0,0.0
3930,-0.10778509676456452,-0.16949300467967987,0.0,0.0,0.0,0.0,0.0
3931,-0.11302647963166237,-0.16968247592449187,0.0,0.0,0.0,0.0,0.0
3932,-0.11826786249876023,-0.1698719471693039,0.0,0.0,0.0,0.0,0.0
3933,-0.11494741737842559,-0.16791577115654946,0.0,0.0,0.0,0.0,0.0
3934,-0.11162697225809097,-0.16595959514379502,0.0,0.0,0.0,0.0,0.0
3935,-0.1146559003740549,-0.16309295892715453,0.0,0.0,0.0,0.0,0.0
3936,-0.11768482849001885,-0.16022632271051407,0.0,0.0,0.0,0.0,0.0
3937,-0.11788340844213963,-0.16040870919823647,0.0,0.0,0.0,0.0,0.0
3938,-0.1180819883942604,-0.16059109568595886,0.0,0.0,0.0,0.0,0.0
3939,-0.12283558249473572,-0.16218035742640496,0.0,0.0,0.0,0.0,0.0
3940,-0.12758917659521102,-0.16376961916685104,0.0,0.0,0.0,0.0,0.0
3941,-0.12428879383951426,-0.16374177485704422,0.0,0.0,0.0,0.0,0.0
3942,-0.12098841108381748,-0.1637139305472374,0.0,0.0,0.0,0.0,0.0
3943,-0.11929246596992016,-0.16511234492063523,0.0,0.0,0.0,0.0,0.0
3944,-0.11759652085602283,-0.16651075929403306,0.0,0.0,0.0,0.0,0.0
3945,-0.10893943235278129,-0.16871106699109079,0.0,0.0,0.0,0.0,0.0
3946,-0.10028234384953975,-0.1709113746881485,0.0,0.0,0.0,0.0,0.0
3947,-0.10080912448465824,-0.1728646367788315,0.0,0.0,0.0,0.0,0.0
3948,-0.10133590511977672,-0.17481789886951446,0.0,0.0,0.0,0.0,0.0
3949,-0.10240094885230064,-0.17623139619827272,0.0,0.0,0.0,0.0,0.0
3950,-0.10346599258482456,-0.17764489352703094,0.0,0.0,0.0,0.0,0.0
3951,-0.10455312095582485,-0.17730233818292618,0.0,0.0,0.0,0.0,0.0
3952,-0.10564024932682514,-0.1769597828388214,0.0,0.0,0.0,0.0,0.0
3953,-0.10063892668113113,-0.17798618078231812,0.0,0.0,0.0,0.0,0.0
3954,-0.09563760403543711,-0.17901257872581483,0.0,0.0,0.0,0.0,0.0
3955,-0.09099258240312338,-0.17788793370127678,0.0,0.0,0.0,0.0,0.0
3956,-0.08634756077080966,-0.17676328867673874,0.0,0.0,0.0,0.0,0.0
3957,-0.0827190237119794,-0.17751043364405633,0.0,0.0,0.0,0.0,0.0
3958,-0.07909048665314913,-0.1782575786113739,0.0,0.0,0.0,0.0,0.0
3959,-0.07884579766541719,-0.18189362958073615,0.0,0.0,0.0,0.0,0.0
3960,-0.07860110867768526,-0.1855296805500984,0.0,0.0,0.0,0.0,0.0
3961,-0.08482634723186493,-0.18316438123583795,0.0,0.0,0.0,0.0,0.0
3962,-0.0910515857860446,-0.18079908192157745,0.0,0.0,0.0,0.0,0.0
3963,-0.09384400714188815,-0.18157390281558036,0.0,0.0,0.0,0.0,0.0
3964,-0.09663642849773169,-0.18234872370958327,0.0,0.0,0.0,0.0,0.0
3965,-0.10372259560972452,-0.1795732244849205,0.0,0.0,0.0,0.0,0.0
3966,-0.11080876272171736,-0.17679772526025772,0.0,0.0,0.0,0.0,0.0
3967,-0.10931224394589663,-0.1769789233803749,0.0,0.0,0.0,0.0,0.0
3968,-0.1078157251700759,-0.1771601215004921,0.0,0.0,0.0,0.0,0.0
3969,-0.1097838556393981,-0.1786553144454956,0.0,0.0,0.0,0.0,0.0
3970,-0.11175198610872031,-0.18015050739049912,0.0,0.0,0.0,0.0,0.0
3971,-0.11127058546990157,-0.18006625175476074,0.0,0.0,0.0,0.0,0.0
3972,-0.11078918483108283,-0.17998199611902238,0.0,0.0,0.0,0.0,0.0
3973,-0.1132873478345573,-0.18016594052314758,0.0,0.0,0.0,0.0,0.0
3974,-0.11578551083803176,-0.1803498849272728,0.0,0.0,0.0,0.0,0.0
3975,-0.11638638377189636,-0.1814303405582905,0.0,0.0,0.0,0.0,0.0
3976,-0.11698725670576096,-0.18251079618930816,0.0,0.0,0.0,0.0,0.0
3977,-0.12038900405168533,-0.18420693203806876,0.0,0.0,0.0,0.0,0.0
3978,-0.12379075139760971,-0.18590306788682937,0.0,0.0,0.0,0.0,0.0
3979,-0.12054643519222737,-0.17793896198272705,0.0,0.0,0.0,0.0,0.0
3980,-0.11730211898684502,-0.16997485607862473,0.0,0.0,0.0,0.0,0.0
3981,-0.11314438432455062,-0.17083003148436546,0.0,0.0,0.0,0.0,0.0
3982,-0.10898664966225624,-0.1716852068901062,0.0,0.0,0.0,0.0,0.0
3983,-0.10830009877681732,-0.17355311289429665,0.0,0.0,0.0,0.0,0.0
3984,-0.1076135478913784,-0.1754210188984871,0.0,0.0,0.0,0.0,0.0
3985,-0.10814438760280609,-0.17613652870059013,0.0,0.0,0.0,0.0,0.0
3986,-0.10867522731423378,-0.17685203850269318,0.0,0.0,0.0,0.0,0.0
3987,-0.10711739473044872,-0.17733652889728546,0.0,0.0,0.0,0.0,0.0
3988,-0.10555956214666366,-0.17782101929187774,0.0,0.0,0.0,0.0,0.0
3989,-0.10252236425876618,-0.17494795322418213,0.0,0.0,0.0,0.0,0.0
3990,-0.09948516637086868,-0.1720748871564865,0.0,0.0,0.0,0.0,0.0
3991,-0.09537510238587857,-0.17076361030340195,0.0,0.0,0.0,0.0,0.0
3992,-0.09126503840088844,-0.16945233345031738,0.0,0.0,0.0,0.0,0.0
3993,-0.09535585194826127,-0.16858625710010527,0.0,0.0,0.0,0.0,0.0
3994,-0.09944666549563408,-0.1677201807498932,0.0,0.0,0.0,0.0,0.0
3995,-0.10455182157456874,-0.16804603934288026,0.0,0.0,0.0,0.0,0.0
3996,-0.10965697765350342,-0.16837189793586732,0.0,0.0,0.0,0.0,0.0
3997,-0.11142916157841683,-0.1679000325500965,0.0,0.0,0.0,0.0,0.0
3998,-0.11320134550333023,-0.1674281671643257,0.0,0.0,0.0,0.0,0.0
3999,-0.11309443600475788,-0.17258889600634575,0.0,0.0,0.0,0.0,0.0
4000,-0.11298752650618553,-0.1777496248483658,0.0,0.0,0.0,0.0,0.0
4001,-0.11666064709424973,-0.17345202676951885,0.0,0.0,0.0,0.0,0.0
4002,-0.12033376768231392,-0.16915442869067193,0.0,0.0,0.0,0.0,0.0
4003,-0.11951592490077019,-0.17109523639082908,0.0,0.0,0.0,0.0,0.0
4004,-0.11869808211922646,-0.17303604409098625,0.0,0.0,0.0,0.0,0.0
4005,-0.11567199528217316,-0.17217003256082536,0.0,0.0,0.0,0.0,0.0
4006,-0.11264590844511986,-0.17130402103066444,0.0,0.0,0.0,0.0,0.0
4007,-0.11524331197142601,-0.1685334276407957,0.0,0.0,0.0,0.0,0.0
4008,-0.11784071549773216,-0.16576283425092697,0.0,0.0,0.0,0.0,0.0
4009,-0.1177079014480114,-0.16617829501628875,0.0,0.0,0.0,0.0,0.0
4010,-0.11757508739829063,-0.16659375578165053,0.0,0.0,0.0,0.0,0.0
4011,-0.11914011016488076,-0.16459560096263887,0.0,0.0,0.0,0.0,0.0
4012,-0.12070513293147087,-0.16259744614362717,0.0,0.0,0.0,0.0,0.0
4013,-0.12035349085927009,-0.16351766884326935,0.0,0.0,0.0,0.0,0.0
4014,-0.12000184878706932,-0.16443789154291152,0.0,0.0,0.0,0.0,0.0
4015,-0.12054417505860329,-0.1653856687247753,0.0,0.0,0.0,0.0,0.0
4016,-0.12108650133013725,-0.1663334459066391,0.0,0.0,0.0,0.0,0.0
4017,-0.12057546526193619,-0.16408425346016883,0.0,0.0,0.0,0.0,0.0
4018,-0.12006442919373513,-0.16183506101369857,0.0,0.0,0.0,0.0,0.0
4019,-0.11977911069989204,-0.16150879859924316,0.0,0.0,0.0,0.0,0.0
4020,-0.11949379220604897,-0.16118253618478776,0.0,0.0,0.0,0.0,0.0
4021,-0.11832374185323716,-0.1624226074665785,0.0,0.0,0.0,0.0,0.0
4022,-0.11715369150042534,-0.1636626787483692,0.0,0.0,0.0,0.0,0.0
4023,-0.1200065940618515,-0.15275719314813613,0.0,0.0,0.0,0.0,0.0
4024,-0.12285949662327766,-0.14185170754790305,0.0,0.0,0.0,0.0,0.0
4025,-0.12007840005680918,-0.1426296703517437,0.0,0.0,0.0,0.0,0.0
4026,-0.1172973034903407,-0.14340763315558433,0.0,0.0,0.0,0.0,0.0
4027,-0.11729084681719541,-0.1467484485358,0.0,0.0,0.0,0.0,0.0
4028,-0.11728439014405012,-0.15008926391601562,0.0,0.0,0.0,0.0,0.0
4029,-0.11909065376967191,-0.15246173441410066,0.0,0.0,0.0,0.0,0.0
4030,-0.12089691739529371,-0.15483420491218566,0.0,0.0,0.0,0.0,0.0
4031,-0.12147432956844569,-0.15525610968470574,0.0,0.0,0.0,0.0,0.0
4032,-0.12205174174159765,-0.1556780144572258,0.0,0.0,0.0,0.0,0.0
4033,-0.12091630976647139,-0.1537054356187582,0.0,0.0,0.0,0.0,0.0
4034,-0.11978087779134512,-0.1517328567802906,0.0,0.0,0.0,0.0,0.0
4035,-0.11417418755590916,-0.14746639505028725,0.0,0.0,0.0,0.0,0.0
4036,-0.10856749732047319,-0.14319993332028388,0.0,0.0,0.0,0.0,0.0
4037,-0.10628298353403806,-0.1424484483897686,0.0,0.0,0.0,0.0,0.0
4038,-0.10399846974760293,-0.1416969634592533,0.0,0.0,0.0,0.0,0.0
4039,-0.09924212070181966,-0.13852046579122543,0.0,0.0,0.0,0.0,0.0
4040,-0.09448577165603637,-0.13534396812319754,0.0,0.0,0.0,0.0,0.0
4041,-0.08776740245521068,-0.13755618184804916,0.0,0.0,0.0,0.0,0.0
4042,-0.08104903325438499,-0.13976839557290077,0.0,0.0,0.0,0.0,0.0
4043,-0.07465691454708576,-0.14765556305646896,0.0,0.0,0.0,0.0,0.0
4044,-0.06826479583978654,-0.15554273054003714,0.0,0.0,0.0,0.0,0.0
4045,-0.06953209815546871,-0.1529881116002798,0.0,0.0,0.0,0.0,0.0
4046,-0.07079940047115088,-0.15043349266052247,0.0,0.0,0.0,0.0,0.0
4047,-0.0712481027469039,-0.14817907735705377,0.0,0.0,0.0,0.0,0.0
4048,-0.07169680502265692,-0.14592466205358506,0.0,0.0,0.0,0.0,0.0
4049,-0.06999829094856977,-0.14209037497639657,0.0,0.0,0.0,0.0,0.0
4050,-0.06829977687448263,-0.13825608789920807,0.0,0.0,0.0,0.0,0.0
4051,-0.06442983523011207,-0.13918417692184448,0.0,0.0,0.0,0.0,0.0
4052,-0.06055989358574152,-0.1401122659444809,0.0,0.0,0.0,0.0,0.0
4053,-0.059707692451775075,-0.13916440755128862,0.0,0.0,0.0,0.0,0.0
4054,-0.05885549131780863,-0.1382165491580963,0.0,0.0,0.0,0.0,0.0
4055,-0.06264962255954742,-0.14422331526875495,0.0,0.0,0.0,0.0,0.0
4056,-0.06644375380128623,-0.1502300813794136,0.0,0.0,0.0,0.0,0.0
4057,-0.0696744466200471,-0.15114840790629386,0.0,0.0,0.0,0.0,0.0
4058,-0.07290513943880797,-0.15206673443317414,0.0,0.0,0.0,0.0,0.0
4059,-0.07504996052011847,-0.15541823208332062,0.0,0.0,0.0,0.0,0.0
4060,-0.07719478160142898,-0.1587697297334671,0.0,0.0,0.0,0.0,0.0
4061,-0.0857415433973074,-0.16025329977273942,0.0,0.0,0.0,0.0,0.0
4062,-0.0942883051931858,-0.1617368698120117,0.0,0.0,0.0,0.0,0.0
4063,-0.09040368553251028,-0.1589222028851509,0.0,0.0,0.0,0.0,0.0
4064,-0.08651906587183475,-0.1561075359582901,0.0,0.0,0.0,0.0,0.0
4065,-0.08648698665201664,-0.16080934964120389,0.0,0.0,0.0,0.0,0.0
4066,-0.08645490743219852,-0.16551116332411767,0.0,0.0,0.0,0.0,0.0
4067,-0.08222238197922707,-0.16397118344902992,0.0,0.0,0.0,0.0,0.0
4068,-0.0779898565262556,-0.1624312035739422,0.0,0.0,0.0,0.0,0.0
4069,-0.07629953995347023,-0.16182091310620308,0.0,0.0,0.0,0.0,0.0
4070,-0.07460922338068485,-0.16121062263846397,0.0,0.0,0.0,0.0,0.0
4071,-0.07702217195183039,-0.16186574324965478,0.0,0.0,0.0,0.0,0.0
4072,-0.07943512052297592,-0.16252086386084558,0.0,0.0,0.0,0.0,0.0
4073,-0.07695249691605568,-0.16155618317425252,0.0,0.0,0.0,0.0,0.0
4074,-0.07446987330913543,-0.16059150248765947,0.0,0.0,0.0,0.0,0.0
4075,-0.07275805585086345,-0.15719195157289506,0.0,0.0,0.0,0.0,0.0
4076,-0.07104623839259147,-0.15379240065813066,0.0,0.0,0.0,0.0,0.0
4077,-0.07157809436321258,-0.15525593161582946,0.0,0.0,0.0,0.0,0.0
4078,-0.07210995033383369,-0.15671946257352828,0.0,0.0,0.0,0.0,0.0
4079,-0.078456337377429,-0.15595451444387437,0.0,0.0,0.0,0.0,0.0
4080,-0.08480272442102432,-0.15518956631422043,0.0,0.0,0.0,0.0,0.0
4081,-0.0824188008904457,-0.1531800225377083,0.0,0.0,0.0,0.0,0.0
4082,-0.0800348773598671,-0.15117047876119613,0.0,0.0,0.0,0.0,0.0
4083,-0.08701627161353827,-0.15034290701150893,0.0,0.0,0.0,0.0,0.0
4084,-0.09399766586720944,-0.14951533526182176,0.0,0.0,0.0,0.0,0.0
4085,-0.09623738881200553,-0.1488335259258747,0.0,0.0,0.0,0.0,0.0
4086,-0.0984771117568016,-0.14815171658992768,0.0,0.0,0.0,0.0,0.0
4087,-0.09888246133923531,-0.14931727796792985,0.0,0.0,0.0,0.0,0.0
4088,-0.09928781092166901,-0.150482839345932,0.0,0.0,0.0,0.0,0.0
4089,-0.09698727848008275,-0.14797664284706116,0.0,0.0,0.0,0.0,0.0
4090,-0.0946867460384965,-0.1454704463481903,0.0,0.0,0.0,0.0,0.0
4091,-0.09448714572936297,-0.1445382609963417,0.0,0.0,0.0,0.0,0.0
4092,-0.09428754542022943,-0.1436060756444931,0.0,0.0,0.0,0.0,0.0
4093,-0.09685539882630109,-0.14874275401234627,0.0,0.0,0.0,0.0,0.0
4094,-0.09942325223237276,-0.15387943238019944,0.0,0.0,0.0,0.0,0.0
4095,-0.1025206172838807,-0.15692901685833932,0.0,0.0,0.0,0.0,0.0
4096,-0.10561798233538866,-0.15997860133647918,0.0,0.0,0.0,0.0,0.0
4097,-0.1035156624391675,-0.15775362104177476,0.0,0.0,0.0,0.0,0.0
4098,-0.10141334254294634,-0.15552864074707032,0.0,0.0,0.0,0.0,0.0
4099,-0.09655443411320448,-0.1544040247797966,0.0,0.0,0.0,0.0,0.0
4100,-0.09169552568346262,-0.1532794088125229,0.0,0.0,0.0,0.0,0.0
4101,-0.09254720564931632,-0.15377407670021057,0.0,0.0,0.0,0.0,0.0
4102,-0.09339888561517,-0.15426874458789824,0.0,0.0,0.0,0.0,0.0
4103,-0.09234225321561099,-0.15585740208625792,0.0,0.0,0.0,0.0,0.0
4104,-0.09128562081605196,-0.1574460595846176,0.0,0.0,0.0,0.0,0.0
4105,-0.0946824187412858,-0.15832934826612471,0.0,0.0,0.0,0.0,0.0
4106,-0.09807921666651964,-0.15921263694763182,0.0,0.0,0.0,0.0,0.0
4107,-0.09676545411348343,-0.16090132147073746,0.0,0.0,0.0,0.0,0.0
4108,-0.09545169156044722,-0.16259000599384307,0.0,0.0,0.0,0.0,0.0
4109,-0.09922779249027372,-0.1691712938249111,0.0,0.0,0.0,0.0,0.0
4110,-0.10300389342010022,-0.17575258165597915,0.0,0.0,0.0,0.0,0.0
4111,-0.09991042781621218,-0.17556472942233087,0.0,0.0,0.0,0.0,0.0
4112,-0.09681696221232414,-0.17537687718868256,0.0,0.0,0.0,0.0,0.0
4113,-0.09297405891120433,-0.17368636950850486,0.0,0.0,0.0,0.0,0.0
4114,-0.08913115561008453,-0.17199586182832718,0.0,0.0,0.0,0.0,0.0
